molecule_chembl_id,canonical_smiles,pIC50,bioactivity_class,target_chembl_ID
CHEMBL2107358,COC1=CC(c2cc3ccccc3[nH]2)=N/C1=C\c1[nH]c(C)cc1C.CS(=O)(=O)O,6.632886456822362,active,CHEMBL614725
CHEMBL1083150,CNc1ccc(Nc2nccc(-c3sc(C)nc3C)n2)cc1,6.628932137728263,active,CHEMBL614725
CHEMBL4439395,O=C(Cc1ccc(-c2ccccc2)cc1)Nc1cc(C2CCC2)[nH]n1,6.607303046740334,active,CHEMBL614725
CHEMBL575448,C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1,6.59753226919717,active,CHEMBL614725
CHEMBL2380835,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1cccc(C(F)(F)F)c1F,6.596879478824183,active,CHEMBL614725
CHEMBL449158,CCC/C=C/C=C/C(=O)O[C@H]1/C(=C/C(=O)OC)C[C@H]2C[C@H]([C@@H](C)O)OC(=O)C[C@H](O)C[C@@H]3C[C@H](OC(C)=O)C(C)(C)[C@](O)(C[C@@H]4C/C(=C/C(=O)OC)C[C@H](/C=C/C(C)(C)[C@]1(O)O2)O4)O3,6.590997296598228,active,CHEMBL614725
CHEMBL235324,COC1=CC(=O)c2c(COc3cccc([N+](=O)[O-])c3)c(C)n(C)c2C1=O,6.590066876668706,active,CHEMBL614725
CHEMBL393095,COC1=CC(=O)c2c(c(COc3cccc([N+](=O)[O-])c3)c(C)n2C)C1=O,6.58838029403677,active,CHEMBL614725
CHEMBL373432,COC1=CC(=O)c2c(c(O)c3oc4cc(OC)cc(C)c4c(=O)c3c2O)C1=O,6.585026652029183,active,CHEMBL614725
CHEMBL3216809,Cl.Cl.c1cc(-c2nc3ccc(C4=NCCN4)cc3s2)cc(-c2nc3ccc(C4=NCCN4)cc3s2)c1,6.585026652029183,active,CHEMBL614725
CHEMBL151546,NC(=O)Nc1cccc2c1C(=O)c1c(-c3csc(Cl)c3)n[nH]c1-2,6.585026652029183,active,CHEMBL614725
CHEMBL1084629,CNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)s1,6.563837352959244,active,CHEMBL614725
CHEMBL105,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,6.5599572232906604,active,CHEMBL614725
CHEMBL9470,CC(C)=CC[C@@H](O)C1=CC(=O)c2c(O)ccc(O)c2C1=O,6.558320571496191,active,CHEMBL614725
CHEMBL482967,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,6.555955204081924,active,CHEMBL614725
CHEMBL2380831,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1c(F)cccc1F,6.533132379645891,active,CHEMBL614725
CHEMBL1201182,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,6.528899068279617,active,CHEMBL614725
CHEMBL483892,O=C(CCCCCCC(=O)Nc1cccc(-c2cn(Cc3ccc(F)cc3)nn2)c1)NO,6.522878745280337,active,CHEMBL614725
CHEMBL4208224,Cc1c2cc(Cl)ccc2n2cc(Cc3ccccc3)[nH]c(=O)c12,6.522878745280337,active,CHEMBL614725
CHEMBL4204412,CCCCNC(=O)N[C@]1(C)CC[C@]2(C)CC[C@]3(C)C4=CC=C5C(=CC(=O)C(O)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,6.508638306165728,active,CHEMBL614725
CHEMBL236821,COC1=CC(=O)c2c(COc3ccc(C(F)(F)F)cc3)c(C)n(C)c2C1=O,6.507239610973163,active,CHEMBL614725
CHEMBL4227515,Cc1nn(-c2nc(-c3ccc(Cl)c(Cl)c3)c(SC(C)C)s2)c(C(=O)O)c1-c1cc(Cl)cc(Cl)c1,6.494850021680094,active,CHEMBL614725
CHEMBL4167347,CCCCCOC(=O)N[C@]1(C)CC[C@]2(C)CC[C@]3(C)C4=CC=C5C(=CC(=O)C(O)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,6.494850021680094,active,CHEMBL614725
CHEMBL517794,C=C[C@]1(C)[C@@H](C(=C)C=O)[C@@H](OC(=O)C(C)(C)O)[C@@H]2C(=C)C(=O)O[C@H]1[C@H]2OC(C)=O,6.494850021680094,active,CHEMBL614725
CHEMBL289228,Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,6.4943074925878,active,CHEMBL614725
CHEMBL2380845,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccccc1,6.482804102050027,active,CHEMBL614725
CHEMBL4167018,COC(=O)N[C@]1(C)CC[C@]2(C)CC[C@]3(C)C4=CC(=O)c5c(cc(OC(C)=O)c(OC(C)=O)c5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,6.481486060122112,active,CHEMBL614725
CHEMBL4216597,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]3(C)CC[C@@]4(C)CC[C@@](C)(NC(=O)NCCc5cccc(Cl)c5)C[C@H]4[C@]3(C)CC[C@@]21C,6.455931955649724,active,CHEMBL614725
CHEMBL438850,COC1=CC(=O)c2c(COc3ccc([N+](=O)[O-])cc3)c(C)n(C)c2C1=O,6.449771646944907,active,CHEMBL614725
CHEMBL4169367,CC(=O)Oc1cc2c(c(C)c1OC(C)=O)C(=O)C=C1[C@@]3(C)CC[C@@]4(C)CC[C@@](C)(C(N)=O)C[C@H]4[C@]3(C)CC[C@]12C,6.443697499232713,active,CHEMBL614725
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,6.431798275933005,active,CHEMBL614725
CHEMBL2380830,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(F)cc1F,6.427128397799519,active,CHEMBL614725
CHEMBL2041933,NC(=O)Nc1cc(-c2cccc(F)c2)sc1C(=O)N[C@H]1CCCNC1,6.426003477220651,active,CHEMBL614725
CHEMBL4177211,CC(=O)Oc1cc2c(c(C)c1OC(C)=O)C(=O)C=C1[C@@]3(C)CC[C@@]4(C)CC[C@@](C)(C=O)C[C@H]4[C@]3(C)CC[C@]12C,6.420216403383191,active,CHEMBL614725
CHEMBL4061865,COc1cc2c(c(OC)c1OC)-c1cc3cc(CCO)oc3cc1C(=O)CC2,6.3979400086720375,active,CHEMBL614725
CHEMBL242114,COc1cccc(/C=N/NC(N)=S)c1O,6.3979400086720375,active,CHEMBL614725
CHEMBL4085197,COc1cc2c(c(OC)c1OC)-c1cc3cc(CCO)oc3cc1C(O)CC2,6.3979400086720375,active,CHEMBL614725
CHEMBL519491,O=C(CCCCCCC(=O)Nc1ccc(-c2cn(-c3ccccc3)nn2)cc1)NO,6.3979400086720375,active,CHEMBL614725
CHEMBL4545956,CCOC(OCC)c1ccc(CC2CN(C)CC(Cc3ccc(C(OCC)OCC)cc3)C2=NO)cc1,6.3979400086720375,active,CHEMBL614725
CHEMBL4174559,CCCOC(=O)N[C@]1(C)CC[C@]2(C)CC[C@]3(C)C4=CC=C5C(=CC(=O)C(O)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,6.3979400086720375,active,CHEMBL614725
CHEMBL4218069,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]3(C)CC[C@@]4(C)CC[C@@](C)(NC(=O)Nc5ccccc5)C[C@H]4[C@]3(C)CC[C@@]21C,6.3979400086720375,active,CHEMBL614725
CHEMBL2380824,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccccc1C(F)(F)F,6.392544976785332,active,CHEMBL614725
CHEMBL2380832,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(F)c(F)c1,6.388276691992657,active,CHEMBL614725
CHEMBL235531,COC1=CC(=O)c2c(COc3ccccc3)c(C)n(C)c2C1=O,6.388276691992657,active,CHEMBL614725
CHEMBL4204906,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]3(C)CC[C@@]4(C)CC[C@@](C)(NC(=O)NCCc5ccccc5)C[C@H]4[C@]3(C)CC[C@@]21C,6.3872161432802645,active,CHEMBL614725
CHEMBL4208743,CNC(=O)N[C@]1(C)CC[C@]2(C)CC[C@]3(C)C4=CC=C5C(=CC(=O)C(O)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,6.3872161432802645,active,CHEMBL614725
CHEMBL445813,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl,6.386158178123932,active,CHEMBL614725
CHEMBL236819,COC1=CC(=O)c2c(COc3ccc([N+](=O)[O-])cc3F)c(C)n(C)c2C1=O,6.379863945026242,active,CHEMBL614725
CHEMBL101299,N[C@H]1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c5ccccc5oc2c34)C1,6.376750709602098,active,CHEMBL614725
CHEMBL382593,CCc1nc2c(o1)C(=O)C(NCCN(C)C)=CC2=O,6.356547323513813,active,CHEMBL614725
CHEMBL3126004,C[C@H](NP(=O)(OC[C@H]1O[C@@H](n2ccc(N)nc2=O)C(F)(F)[C@@H]1O)Oc1ccccc1)C(=O)OCc1ccccc1,6.356547323513813,active,CHEMBL614725
CHEMBL516877,C=C1C(=O)O[C@H]2[C@@H](OC(C)=O)[C@@H]1[C@H](OC(=O)C(C)(C)O)[C@H](C(=C)C=O)[C@@]2(C)[C@@H]1CO1,6.356547323513813,active,CHEMBL614725
CHEMBL199359,CCc1nc2c(o1)C(O)=C/C(=N\CCN(C)C)C2=O,6.356547323513813,active,CHEMBL614725
CHEMBL4203982,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]3(C)CC[C@@]4(C)CC[C@@](C)(NC(=O)NCc5ccc(C)cc5)C[C@H]4[C@]3(C)CC[C@@]21C,6.346787486224656,active,CHEMBL614725
CHEMBL351001,CCCNP(=O)(OCc1ccc([N+](=O)[O-])o1)N(CCCl)CCCl,6.346787486224656,active,CHEMBL614725
CHEMBL4227747,Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2cnc(C(F)(F)F)cc2c1C(=O)O,6.342944147142896,active,CHEMBL614725
CHEMBL301982,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]3(C)CC[C@@]4(C)CC[C@@](C)(C(=O)O)C[C@H]4[C@]3(C)CC[C@@]21C,6.337242168318426,active,CHEMBL614725
CHEMBL3126175,C[C@H](NP(=O)(OC[C@H]1O[C@@H](n2ccc(N)nc2=O)C(F)(F)[C@@H]1O)Oc1cccc2ccccc12)C(=O)OC1CCCC1,6.337242168318426,active,CHEMBL614725
CHEMBL1093860,COc1ccc(-c2[nH][nH]c(=O)c2-c2cc(OC)c(OC)c(OC)c2)cc1O,6.335358024443876,active,CHEMBL614725
CHEMBL217354,CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(S(=O)(=O)c3ccccc3C(C)(C)C)cc2)c(O)c(O)c1O,6.319564764438253,active,CHEMBL614725
CHEMBL4165936,CC(=O)Oc1cc2c(c(C)c1OC(C)=O)C(=O)C=C1[C@@]3(C)CC[C@@]4(C)CC[C@@](C)(CO)C[C@H]4[C@]3(C)CC[C@]12C,6.3187587626244115,active,CHEMBL614725
CHEMBL564906,COc1ccc(-c2noc(-c3ccc(O)cc3)n2)cc1OC1CCCC1,6.3187587626244115,active,CHEMBL614725
CHEMBL4065858,O=C1N[C@](c2ccc(N3CCOCC3)cc2)(c2ccsc2)CC(O)=C1Sc1ccccc1Cl,6.3187587626244115,active,CHEMBL614725
CHEMBL1084969,CC(=O)N1CCN(c2ccc(Nc3nccc(-c4sc(N)nc4C)n3)cc2)CC1,6.307153080722769,active,CHEMBL614725
CHEMBL237619,COC1=CC(=O)c2c(COc3ccc(F)cc3)c(C)n(C)c2C1=O,6.307153080722769,active,CHEMBL614725
CHEMBL4464785,COc1ccc(/C=C/C(=O)c2ccc(NC(=O)c3cc4cc5ccccc5nc4s3)cc2)cc1OC,6.301029995663981,active,CHEMBL614725
CHEMBL483693,O=C(CCCCCCC(=O)Nc1cccc(-c2cn(Cc3ccccc3)nn2)c1)NO,6.301029995663981,active,CHEMBL614725
CHEMBL483494,O=C(CCCCCCC(=O)Nc1ccc(-c2cn(Cc3ccc(F)cc3)nn2)cc1)NO,6.301029995663981,active,CHEMBL614725
CHEMBL3216681,CC(C)NC(=N)c1ccc(-c2ccc(-c3nc4ccc(C(=N)NC(C)C)cc4s3)o2)cc1.Cl.Cl,6.301029995663981,active,CHEMBL614725
CHEMBL596160,COc1ccc2c(c1)SC1=N/C(=C\c3oc4ccccc4[n+]3C)C=C(C)N12.[O-][Cl+3]([O-])([O-])[O-],6.301029995663981,active,CHEMBL614725
CHEMBL251833,CC(C)[C@@H]1NC(=O)c2coc(n2)-c2coc(n2)-c2coc(n2)[C@H](C(C)C)NC(=O)c2coc(n2)-c2coc(n2)-c2coc1n2,6.301029995663981,active,CHEMBL614725
CHEMBL4211213,CCCCC(=O)OCC#Cc1ncccc1C#CC[S+]([O-])c1c(F)c(F)c(F)c(F)c1F,6.301029995663981,active,CHEMBL614725
CHEMBL357217,COC1=CC(=O)c2c(c(COc3ccc([N+](=O)[O-])cc3)c(C)n2C)C1=O,6.29413628771608,active,CHEMBL614725
CHEMBL596136,CC1=C/C(=C/c2sc3ccccc3[n+]2C)N=C2Sc3cc(OCCO)ccc3N12.[O-][Cl+3]([O-])([O-])[O-],6.292429823902062,active,CHEMBL614725
CHEMBL138865,COc1ccc2c(c1)sc1c(=O)n(CCCN(C)C)c3ccccc3c12,6.292429823902062,active,CHEMBL614725
CHEMBL1807120,CC(=O)N(/N=N/c1ccc([N+](=O)[O-])cc1Cl)c1ccc([N+](=O)[O-])cc1Cl,6.2839966563652006,active,CHEMBL614725
CHEMBL4174287,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]3(C)CC[C@@]4(C)CC[C@@](C)(N=C=O)C[C@H]4[C@]3(C)CC[C@@]21C,6.275724130399211,active,CHEMBL614725
CHEMBL3659991,CC1CN(c2ccc3nc(-c4n[nH]c5ccc(NC(=O)C6CC6(F)F)cc45)[nH]c3c2)CCO1,6.272458742971443,active,CHEMBL614725
CHEMBL558299,COc1ccc(-c2noc(C3CCNCC3)n2)cc1OC1CCCC1,6.267606240177032,active,CHEMBL614725
CHEMBL4213683,CCNC(=O)N[C@]1(C)CC[C@]2(C)CC[C@]3(C)C4=CC=C5C(=CC(=O)C(O)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,6.259637310505756,active,CHEMBL614725
CHEMBL1093861,COc1ccc(-c2[nH][nH]c(=O)c2-c2cc(OC)c(OC)c(OC)c2)cc1F,6.254925208417943,active,CHEMBL614725
CHEMBL4173484,CC(=O)Oc1cc2c(c(C)c1OC(C)=O)CC=C1[C@@]3(C)CC[C@@]4(C)CC[C@@](C)(C(=O)O)C[C@H]4[C@]3(C)CC[C@]12C,6.251811972993798,active,CHEMBL614725
CHEMBL4209268,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]3(C)CC[C@@]4(C)CC[C@@](C)(NC(=O)NCc5ccc(F)cc5)C[C@H]4[C@]3(C)CC[C@@]21C,6.251811972993798,active,CHEMBL614725
CHEMBL4215659,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]3(C)CC[C@@]4(C)CC[C@@](C)(NC(=O)Nc5ccccc5N)C[C@H]4[C@]3(C)CC[C@@]21C,6.251811972993798,active,CHEMBL614725
CHEMBL398015,COC1=CC(=O)c2c(c(COc3cccnc3)c(C)n2C)C1=O,6.250263684430939,active,CHEMBL614725
CHEMBL3126177,C[C@H](NP(=O)(OC[C@H]1O[C@@H](n2ccc(N)nc2=O)C(F)(F)[C@@H]1O)Oc1cccc2ccccc12)C(=O)OCc1ccccc1,6.2441251443275085,active,CHEMBL614725
CHEMBL1090583,COc1ccc(-c2[nH][nH]c(=O)c2-c2cc(OC)c(OC)c(OC)c2)cc1,6.2403321553103694,active,CHEMBL614725
CHEMBL4171122,COC(=O)N[C@]1(C)CC[C@]2(C)CC[C@]3(C)C4=CC=C5C(=CC(=O)C(O)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,6.236572006437062,active,CHEMBL614725
CHEMBL383264,N[C@H](COc1cncc(-c2ccc3cnccc3c2)c1)Cc1c[nH]c2ccccc12,6.229147988357855,active,CHEMBL614725
CHEMBL483495,O=C(CCCCCCC(=O)Nc1ccc(-c2cn(CC(O)c3cccc(Br)c3)nn2)cc1)NO,6.221848749616356,active,CHEMBL614725
CHEMBL4540891,CC#CC#CC(=O)c1ccccc1,6.221848749616356,active,CHEMBL614725
CHEMBL523435,COc1cccc2c(C3=C(c4cn(C)c5cc(I)c(F)cc45)C(=O)NC3=O)coc12,6.221848749616356,active,CHEMBL614725
CHEMBL522881,Oc1ccc2ccccc2c1/C=N/NC(=S)Nc1ccccc1,6.221848749616356,active,CHEMBL614725
CHEMBL1088345,CC(C)(C)c1ccc(-n2cc(-c3cccc(NC(=O)CCCCCCC(=O)NO)c3)nn2)cc1,6.221848749616356,active,CHEMBL614725
CHEMBL2363137,Cc1cc([N+](=O)[O-])ccc1NS(=O)(=O)c1cc(Cl)ccc1Cl,6.221385749058747,active,CHEMBL614725
CHEMBL1083786,CC(=O)N1CCN(c2ccc(Nc3nccc(-c4sc(C)nc4C)n3)cc2)CC1,6.218963061378868,active,CHEMBL614725
CHEMBL1083484,Cc1nc(C)c(-c2ccnc(Nc3ccc(N4CCN(S(C)(=O)=O)CC4)cc3)n2)s1,6.216096420727265,active,CHEMBL614725
CHEMBL1083785,CNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3)n2)s1,6.206209615309181,active,CHEMBL614725
CHEMBL4209285,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]3(C)CC[C@@]4(C)CC[C@@](C)(NC(N)=O)C[C@H]4[C@]3(C)CC[C@@]21C,6.200659450546419,active,CHEMBL614725
CHEMBL4228652,C[C@H](NP(=O)(OC[C@H]1O[C@@H](n2c(I)c(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O)Oc1cccc2ccccc12)C(=O)OCc1ccccc1,6.200659450546419,active,CHEMBL614725
CHEMBL4216711,COc1c(O)cc(O)c2c1C(=O)c1cc(C)ncc1C2=O,6.1938200260161125,active,CHEMBL614725
CHEMBL4446403,CCc1c2c(nc3ccc(OC(=O)N4CCC(NC(=O)c5noc(-c6cc(C(C)C)c(O)cc6O)c5-c5ccc(CN6CCOCC6)cc5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,6.191114132640188,active,CHEMBL614725
CHEMBL4213144,CCCNC(=O)N[C@]1(C)CC[C@]2(C)CC[C@]3(C)C4=CC=C5C(=CC(=O)C(O)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,6.180456064458133,active,CHEMBL614725
CHEMBL4083642,Cc1nc(C)c(/C=C2\CN(C)C/C(=C\c3nc(C)c(C)nc3C)C2=O)nc1C,6.154901959985742,active,CHEMBL614725
CHEMBL454401,COc1cc(O)cc(/C=C\c2ccc(OC)c(N)c2)c1.Cl,6.154901959985742,active,CHEMBL614725
CHEMBL469274,CC(C)(C)OC(=O)Nc1cccc(-c2cc(C(=O)NCCCCCCC(=O)NO)no2)c1,6.154901959985742,active,CHEMBL614725
CHEMBL2380827,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(F)cc1,6.1432711096171175,active,CHEMBL614725
CHEMBL1092797,Cc1c(O)c(O)cc2c1CC=C1[C@@]3(C)CC[C@@]4(C)CC[C@@](C)(C(=O)O)C[C@H]4[C@]3(C)CC[C@]12C,6.142667503568732,active,CHEMBL614725
CHEMBL561248,COc1ccc(-c2noc(-c3ccc(Cl)cc3)n2)cc1OC1CCCC1,6.130768280269023,active,CHEMBL614725
CHEMBL1806792,Cl.c1cnc2nc3ccc4ccc(C5=NCCN5)cc4n3c2c1,6.130768280269023,active,CHEMBL614725
CHEMBL206073,O=C(NC(=O)c1ccccc1[N+](=O)[O-])Nc1ccc(Oc2ncc(Br)cn2)cc1,6.130768280269023,active,CHEMBL614725
CHEMBL4163906,CCOC(=O)N[C@]1(C)CC[C@]2(C)CC[C@]3(C)C4=CC=C5C(=CC(=O)C(O)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,6.107905397309519,active,CHEMBL614725
CHEMBL4159441,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]3(C)CC[C@@]4(C)CC[C@@](C)(NC(=O)OC(C)C)C[C@H]4[C@]3(C)CC[C@@]21C,6.096910013008057,active,CHEMBL614725
CHEMBL4462971,COc1ccc2nc3sc(C(=O)Nc4ccc(C(=O)/C=C/c5ccc(OC)c(OC)c5)cc4)cc3cc2c1,6.096910013008057,active,CHEMBL614725
CHEMBL1091815,O=C(CCCCCCC(=O)Nc1cccc(-c2cn(-c3cc(F)cc(F)c3)nn2)c1)NO,6.096910013008057,active,CHEMBL614725
CHEMBL1164216,COc1ccc(OC)c(/C=C(\C#N)c2nc3ccccc3[nH]2)c1,6.096910013008057,active,CHEMBL614725
CHEMBL2047535,O=C(CCCC[C@@H]1CCSS1)Oc1ccccc1C(=O)OCCCCO[N+](=O)[O-],6.096910013008057,active,CHEMBL614725
CHEMBL2087832,COc1ccc(N/C=C\C(=O)c2cc(OC)c(OC)c(OC)c2Br)cc1O,6.096910013008057,active,CHEMBL614725
CHEMBL4209769,COCCOCOCC#Cc1ncccc1C#CC[S+]([O-])c1c(F)c(F)c(F)c(F)c1F,6.096910013008057,active,CHEMBL614725
CHEMBL521616,COc1cc(/C=C\c2ccc3[nH]cnc3c2)cc(OC)c1,6.096910013008057,active,CHEMBL614725
CHEMBL483893,O=C(CCCCCCC(=O)Nc1cccc(-c2cn(CC(O)c3cccc(Br)c3)nn2)c1)NO,6.096910013008057,active,CHEMBL614725
CHEMBL2380833,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1cc(F)cc(F)c1,6.08460016478773,active,CHEMBL614725
CHEMBL4076972,CCc1ccc(C2CC=CC(=O)O2)c2ccccc12,6.080921907623925,active,CHEMBL614725
CHEMBL306688,Cc1cc(NC(=O)NC(=O)c2ccccc2N(C)C)ccc1Oc1ncc(Br)cn1,6.070581074285707,active,CHEMBL614725
CHEMBL4204918,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]3(C)CC[C@@]4(C)CC[C@@](C)(NC(=O)NO)C[C@H]4[C@]3(C)CC[C@@]21C,6.070581074285707,active,CHEMBL614725
CHEMBL4553956,O=C(Cc1ccc2ccccc2c1)Nc1cc(C2CCC2)[nH]n1,6.064996848546345,active,CHEMBL614725
CHEMBL603469,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,6.064573353162321,active,CHEMBL614725
CHEMBL1085626,Cc1nc(C)c(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)s1,6.059981844992339,active,CHEMBL614725
CHEMBL210954,CC(C)(Cc1ccco1)C1C(=O)Nc2ccc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)cc21,6.055517327849832,active,CHEMBL614725
CHEMBL1094708,Nc1ccc(-n2cc(-c3cccc(NC(=O)CCCCCCC(=O)NO)c3)nn2)cc1,6.055517327849832,active,CHEMBL614725
CHEMBL1088734,O=C(CCCCCCC(=O)Nc1cccc(-c2cn(-c3ccc(C(F)(F)F)cc3)nn2)c1)NO,6.045757490560675,active,CHEMBL614725
CHEMBL4447196,COc1ccc(/C=C/C(=O)c2ccc(NC(=O)c3cc4cc5cc(C)ccc5nc4s3)cc2)cc1OC,6.045757490560675,active,CHEMBL614725
CHEMBL559257,c1cncc(-c2nnc(-c3c[nH]c4ccccc34)o2)c1,6.045757490560675,active,CHEMBL614725
CHEMBL468842,CC(=O)Nc1ccc(-c2cc(C(=O)NCCCCCCC(=O)NO)no2)cc1,6.045757490560675,active,CHEMBL614725
CHEMBL4069321,O=C1C(Nc2ccc(-c3ccccc3)cc2)=CC(=O)c2ncncc21,6.045757490560675,active,CHEMBL614725
CHEMBL9514,COC(=O)Nc1nc2ccc(C(=O)c3cccs3)cc2[nH]1,6.040958607678906,active,CHEMBL614725
CHEMBL2380825,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1cccc(F)c1,6.036684488613889,active,CHEMBL614725
CHEMBL1796213,Nc1ncn(C/C=C2\OC(=O)C(OCc3ccccc3)=C2OCc2ccccc2)c(=O)n1,6.036212172654443,active,CHEMBL614725
CHEMBL208272,Nc1ccccc1C(=O)NC(=O)Nc1ccc(Oc2ncc(Br)cn2)cc1,6.036212172654443,active,CHEMBL614725
CHEMBL1801204,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1CO,6.031881451265083,active,CHEMBL614725
CHEMBL98,O=C(CCCCCCC(=O)Nc1ccccc1)NO,6.022678874987731,active,CHEMBL614725
CHEMBL502569,Cc1ccc([C@H]2CC=CC(=O)O2)c2ccccc12,6.017728766960431,active,CHEMBL614725
CHEMBL94277,COC1=CC(=O)c2c(c(COc3ccccc3)c(C)n2C)C1=O,6.016824927962188,active,CHEMBL614725
CHEMBL191384,N#C/C(=C1/Nc2ccccc2S1)c1ccnc(NCCc2cccnc2)n1,6.010772726269464,active,CHEMBL614725
CHEMBL4211746,COc1cc(O)cc2c1C(=O)c1cnc(C)cc1C2=O,6.008773924307505,active,CHEMBL614725
CHEMBL1086088,CCNc1nc(C)c(-c2ccnc(Nc3cc(OC)c(OC)c(OC)c3)n2)s1,6.002613615602686,active,CHEMBL614725
CHEMBL513160,O=C(CCCCOCc1cc(-c2ccccc2)on1)NO,6.0,active,CHEMBL614725
CHEMBL500064,Cl.O=C(Nc1ccc(C2=NCCN2)cn1)c1sc2ccccc2c1Cl,6.0,active,CHEMBL614725
CHEMBL70309,CNc1ccccc1C(=O)NC(=O)Nc1ccc(Oc2ncc(Br)cn2)c(C)c1,6.0,active,CHEMBL614725
CHEMBL240182,Cl.c1ccc2c(c1)ccc1nc3ccc(C4=NCCN4)cc3n12,6.0,active,CHEMBL614725
CHEMBL550011,CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1.Cl,6.0,active,CHEMBL614725
CHEMBL488747,O=C(CCCCCCC(=O)Nc1cccc(-c2cnnn2Cc2ccccc2)c1)NO,6.0,active,CHEMBL614725
CHEMBL487533,O=C(CCCCCCC(=O)Nc1ccc(-c2cn(Cc3ccccc3)nn2)cc1)NO,6.0,active,CHEMBL614725
CHEMBL2393183,Nc1ccc(CNC(=O)Nc2ccc(S(=O)(=O)c3ccccc3)cc2)cn1,6.0,active,CHEMBL614725
CHEMBL4170738,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]3(C)CC[C@@]4(C)CC[C@@](C)(NC(=O)OC(C)(C)CO)C[C@H]4[C@]3(C)CC[C@@]21C,6.0,active,CHEMBL614725
